Taxon_Name	Rank	Rank_Name	Rank_Priority	NCBI_TaxID	Confidence	Priority	Description	In_Both	In_RVDB	In_NCBI	RVDB_Reads_Direct	RVDB_Reads_Total	RVDB_Percent	NCBI_Reads_Direct	NCBI_Reads_Total	NCBI_Percent	Max_Direct_Reads	Max_Percent	Avg_Percent
Astroviridae sp.	S	Species	8	2585114	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Ripasluj virus	S	Species	8	3131271	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Sopigix virus	S	Species	8	3131702	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Ripothyn virus	S	Species	8	3131231	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Salivirus FHB	S	Species	8	1547495	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Mycobacterium phage TheloniousMonk	S	Species	8	1701845	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Dishui Lake virophage 4	S	Species	8	2704065	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Iflaviridae sp.	S	Species	8	1955145	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Rotavirus sp.	S	Species	8	10970	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Ostreococcus lucimarinus virus 7	S	Species	8	1663209	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	1	1	0.0	1	1	0.0	1	0.0	0.0
Virus sp.	S	Species	8	2202649	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Ripavym virus	S	Species	8	3130176	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Chrocafem virus	S	Species	8	3129449	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Bos taurus papillomavirus 40	S	Species	8	2866022	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Satyrvirus sp.	S	Species	8	2487771	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Freshwater turtle neural virus 1	S	Species	8	3032433	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Tenuivirus oryzabrevis	S	Species	8	3052762	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Camellia chlorotic ringspot virus	S	Species	8	2802541	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Gammapapillomavirus 19	S	Species	8	1513264	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Parramatta River virus	S	Species	8	1708654	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Arizlama virus	S	Species	8	2859451	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Serpentovirales sp.	S	Species	8	2809854	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Vibrio phage SIO-2	S	Species	8	700512	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Polycipiviridae sp.	S	Species	8	2496155	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Papillomaviridae sp. Haddock_c2655	S	Species	8	2863865	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Chronagant virus	S	Species	8	3129966	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
King virus	S	Species	8	1911104	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Betapapillomavirus 2	S	Species	8	333924	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	2	0.0	0	0	0.0	1	0.0	0.0
Foveavirus mali	S	Species	8	35350	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Ripadip virus	S	Species	8	3130510	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Qianjiang marna-like virus 148	S	Species	8	3347572	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Ranavirus sp.	S	Species	8	1884660	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Orthoreovirus sp.	S	Species	8	2558258	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Botoulivirus sp.	S	Species	8	2809208	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Orbivirus alphaequi	S	Species	8	40050	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Diabrotica toursvirus 3a	S	Species	8	2935083	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Micromonas pusilla virus 12T	S	Species	8	755272	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Ripachus virus	S	Species	8	3130389	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Chicken astrovirus	S	Species	8	336959	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Betapolyomavirus vicugnae	S	Species	8	2169757	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Faustovirus	S	Species	8	1477405	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Klosneuvirus KNV1	S	Species	8	1977640	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Fadolivirus algeromassiliense	S	Species	8	3060017	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Betacoronavirus pandemicum	S	Species	8	3418604	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	39	0.0	0	0	0.0	1	0.0	0.0
Wufeng shrew nodavirus 10	S	Species	8	3084720	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Sopatylt virus	S	Species	8	3131631	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Only Syngen Nebraska virus 5	S	Species	8	1917232	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
ssDNA virus sp.	S	Species	8	2593122	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Megaviridae environmental sample	S	Species	8	1737588	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Macroptilium mottle virus	S	Species	8	2900370	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Balaenoptera physalus	S	Species	8	9770	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Senquatrovirus SEN4	S	Species	8	2734072	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Bat faecal associated nyami-like virus 1	S	Species	8	2972731	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Scotophilus kuhlii parechovirus	S	Species	8	2940117	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Velanvirus brisbanense	S	Species	8	3433150	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Seadornavirus sp.	S	Species	8	2809846	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Escherichia phage TL-2011b	S	Species	8	1124654	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
uncultured picobirnavirus	S	Species	8	585895	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
simian adenovirus 64	S	Species	8	3414537	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Human mastadenovirus D	S1	Subspecies	9	130310	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	49	52	0.0	43	54	0.0	49	0.0	0.0
macacine betaherpesvirus 9	S1	Subspecies	9	2560568	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	44	44	0.0	44	0.0	0.0
Choristoneura fumiferana granulovirus	S1	Subspecies	9	56947	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	43	43	0.0	43	0.0	0.0
Severe acute respiratory syndrome coronavirus 2	S1	Subspecies	9	2697049	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	38	38	0.0	4	4	0.0	38	0.0	0.0
Bovine papular stomatitis virus	S1	Subspecies	9	129727	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	34	34	0.0	0	0	0.0	34	0.0	0.0
uncultured phage cr99_1	S1	Subspecies	9	2986399	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	33	33	0.0	33	0.0	0.0
human gammaherpesvirus 4	S1	Subspecies	9	10376	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	30	30	0.0	6	7	0.0	30	0.0	0.0
JC polyomavirus	S1	Subspecies	9	10632	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	24	24	0.0	30	30	0.0	30	0.0	0.0
Burkholderia phage BcepSauron	S1	Subspecies	9	2530033	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	30	30	0.0	30	0.0	0.0
Porcine torovirus	S1	Subspecies	9	237020	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	18	18	0.0	30	30	0.0	30	0.0	0.0
Burkholderia phage BgManors32	S1	Subspecies	9	2894335	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	28	28	0.0	28	0.0	0.0
Serratia phage BF	S1	Subspecies	9	1962671	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	25	25	0.0	25	0.0	0.0
Aeromonas phage 4_4572	S1	Subspecies	9	2588517	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	24	24	0.0	24	0.0	0.0
Feldmannia irregularis virus a	S1	Subspecies	9	231992	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	23	23	0.0	23	0.0	0.0
Salmonella phage SE2	S1	Subspecies	9	1115478	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	23	23	0.0	23	0.0	0.0
Watermelon crinkle leaf-associated virus 1	S1	Subspecies	9	2034156	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	21	21	0.0	0	0	0.0	21	0.0	0.0
ssRNA phage SRR7976300_9	S1	Subspecies	9	2786658	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	21	21	0.0	21	0.0	0.0
Vibrio phage ValB1MD-2	S1	Subspecies	9	2759177	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	21	21	0.0	21	0.0	0.0
Synechococcus phage S-CBWM1	S1	Subspecies	9	2053653	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	21	21	0.0	21	0.0	0.0
Suid alphaherpesvirus 1	S1	Subspecies	9	10345	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	19	19	0.0	0	0	0.0	19	0.0	0.0
Orf virus	S1	Subspecies	9	10258	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	18	18	0.0	0	0	0.0	18	0.0	0.0
Prymnesium kappa virus	S1	Subspecies	9	1499987	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	17	17	0.0	17	17	0.0	17	0.0	0.0
Escherichia phage vB_EcoP_24B	S1	Subspecies	9	866553	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	16	16	0.0	16	0.0	0.0
Stx converting phage vB_EcoS_P27	S1	Subspecies	9	1792287	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	16	16	0.0	16	0.0	0.0
Staphylococcus phage Andhra	S1	Subspecies	9	1958907	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	16	16	0.0	16	0.0	0.0
Human bocavirus 3	S1	Subspecies	9	638313	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	11	11	0.0	15	15	0.0	15	0.0	0.0
Escherichia phage HY03	S1	Subspecies	9	1654926	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	14	14	0.0	14	0.0	0.0
Mammalian orthoreovirus	S1	Subspecies	9	351073	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	14	21	0.0	0	0	0.0	14	0.0	0.0
Gordonia phage Schmidt	S1	Subspecies	9	2301697	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	14	14	0.0	14	0.0	0.0
Escherichia phage P1	S1	Subspecies	9	2886926	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	14	14	0.0	14	0.0	0.0
Rotavirus I	S1	Subspecies	9	1637496	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	13	13	0.0	8	8	0.0	13	0.0	0.0
Merkel cell polyomavirus	S1	Subspecies	9	493803	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	10	10	0.0	10	10	0.0	10	0.0	0.0
Cryptophlebia peltastica nucleopolyhedrovirus	S1	Subspecies	9	2304025	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	10	10	0.0	10	0.0	0.0
Human respirovirus 3	S1	Subspecies	9	11216	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	10	10	0.0	5	9	0.0	10	0.0	0.0
Salmonella phage LPSTLL	S1	Subspecies	9	3071280	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	9	9	0.0	9	0.0	0.0
Acinetobacter phage AB1	S1	Subspecies	9	889876	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	9	9	0.0	9	0.0	0.0
Parechovirus A	S1	Subspecies	9	1803956	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	9	9	0.0	0	0	0.0	9	0.0	0.0
Pseudomonas phage Epa14	S1	Subspecies	9	2719186	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	8	8	0.0	8	0.0	0.0
Escherichia phage ev099	S1	Subspecies	9	2847061	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	8	8	0.0	8	0.0	0.0
Gordonia phage Nyceirae	S1	Subspecies	9	1887651	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	8	8	0.0	8	0.0	0.0
Simian immunodeficiency virus	S1	Subspecies	9	11723	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	8	8	0.0	0	0	0.0	8	0.0	0.0
Bos taurus papillomavirus 10	S1	Subspecies	9	453461	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	8	8	0.0	0	0	0.0	8	0.0	0.0
Uncultured Caudovirales phage clone 2F_1	S1	Subspecies	9	2992576	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	8	8	0.0	8	0.0	0.0
Human mastadenovirus C	S1	Subspecies	9	129951	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	8	12	0.0	8	0.0	0.0
Equid alphaherpesvirus 3	S1	Subspecies	9	80341	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	8	8	0.0	8	0.0	0.0
Equid gammaherpesvirus 2	S1	Subspecies	9	12657	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	7	7	0.0	0	0	0.0	7	0.0	0.0
Swine hepatitis E virus	S1	Subspecies	9	63421	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	7	7	0.0	0	0	0.0	7	0.0	0.0
Mycobacterium phage Miramae	S1	Subspecies	9	2517961	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	7	7	0.0	7	0.0	0.0
Porcine bocavirus 1	S1	Subspecies	9	1048219	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	6	6	0.0	0	0	0.0	6	0.0	0.0
Aphid lethal paralysis virus	S1	Subspecies	9	209529	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	6	6	0.0	0	0	0.0	6	0.0	0.0
Cyclophragma undans nucleopolyhedrovirus	S1	Subspecies	9	1906244	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	5	5	0.0	5	0.0	0.0
Bovine torovirus	S1	Subspecies	9	74501	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	5	5	0.0	0	0	0.0	5	0.0	0.0
Vibrio phage Pontus	S1	Subspecies	9	2590874	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	5	5	0.0	5	0.0	0.0
Stenotrophomonas phage vB_SM_ytsc_ply2008005c	S1	Subspecies	9	2894587	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	5	5	0.0	5	0.0	0.0
Erwinia phage phiEaH2	S1	Subspecies	9	1029988	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	5	5	0.0	5	0.0	0.0
Tomato brown rugose fruit virus	S1	Subspecies	9	1761477	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	4	4	0.0	5	5	0.0	5	0.0	0.0
Agrobacterium phage Atu_ph07	S1	Subspecies	9	2024264	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	5	5	0.0	5	0.0	0.0
Bodo saltans virus	S1	Subspecies	9	2024608	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	2	2	0.0	5	5	0.0	5	0.0	0.0
Meleagrid alphaherpesvirus 1	S1	Subspecies	9	37108	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	4	4	0.0	4	4	0.0	4	0.0	0.0
Ralstonia phage phiRSL1	S1	Subspecies	9	1980924	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	4	4	0.0	4	0.0	0.0
Corynebacterium phage EmiRose	S1	Subspecies	9	2565372	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	4	4	0.0	4	0.0	0.0
Human mastadenovirus B	S1	Subspecies	9	108098	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	4	4	0.0	1	3	0.0	4	0.0	0.0
Aeromonas phage AhSzq-1	S1	Subspecies	9	2138298	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	4	4	0.0	4	0.0	0.0
Ambidensovirus sp.	S1	Subspecies	9	2050976	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
Murid betaherpesvirus 1	S1	Subspecies	9	10366	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
Bovine alphaherpesvirus 5	S1	Subspecies	9	35244	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
Mamastrovirus 9	S1	Subspecies	9	1239573	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	31	0.0	0	0	0.0	4	0.0	0.0
uncultured phage cr8_1	S1	Subspecies	9	2772068	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	4	4	0.0	4	0.0	0.0
Microbacterium phage Pumpernickel	S1	Subspecies	9	2885983	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	4	4	0.0	4	0.0	0.0
ssRNA phage Gephyllon.1_20	S1	Subspecies	9	2786120	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	4	4	0.0	4	0.0	0.0
Human alphaherpesvirus 2	S1	Subspecies	9	10310	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
Bacillus phage v_B-Bak10	S1	Subspecies	9	2094736	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	4	4	0.0	4	0.0	0.0
Ralstonia phage Cimandef	S1	Subspecies	9	2759720	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	4	4	0.0	4	0.0	0.0
Faecalibacterium phage FP_Toutatis	S1	Subspecies	9	2070187	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	4	4	0.0	4	0.0	0.0
uncultured phage cr13_1	S1	Subspecies	9	2986396	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	4	4	0.0	4	0.0	0.0
Human papillomavirus 5	S1	Subspecies	9	333923	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	4	4	0.0	4	0.0	0.0
macacine gammaherpesvirus 13	S1	Subspecies	9	2341050	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	3	3	0.0	3	3	0.0	3	0.0	0.0
Bacillus phage G	S1	Subspecies	9	2884420	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Klebsiella phage LASTA	S1	Subspecies	9	2723758	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Chicken associated huchismacovirus 2	S1	Subspecies	9	2169933	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Canine bocavirus 1	S1	Subspecies	9	1511885	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Mamastrovirus 2	S1	Subspecies	9	1239566	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
bovine alphaherpesvirus 1	S1	Subspecies	9	10320	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Caulobacter phage phiCbK	S1	Subspecies	9	2927985	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Shamonda virus	S1	Subspecies	9	159150	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Sweet potato virus C	S1	Subspecies	9	930881	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Faecalibacterium phage FP_Lugh	S1	Subspecies	9	2070184	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Eptesipox virus	S1	Subspecies	9	1329402	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Avian orthoreovirus	S1	Subspecies	9	38170	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Human alphaherpesvirus 3	S1	Subspecies	9	10335	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Bagaza virus	S1	Subspecies	9	64290	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Heliothis zea nudivirus 1	S1	Subspecies	9	3116536	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Saccharomyces cerevisiae virus L-A	S1	Subspecies	9	11008	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Mycobacterium phage Tonenili	S1	Subspecies	9	1891703	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Erwinia phage vB_EamM_Asesino	S1	Subspecies	9	1883370	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Simian mastadenovirus B	S1	Subspecies	9	1962299	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	9	0.0	3	0.0	0.0
Aeromonas phage AhSzw-1	S1	Subspecies	9	2138299	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
uncultured phage cr7_1	S1	Subspecies	9	2772086	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Gordonia phage BoyNamedSue	S1	Subspecies	9	2836009	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Klebsiella phage vB_Kpn_IME260	S1	Subspecies	9	1912318	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Pectobacterium phage phiTE	S1	Subspecies	9	1116482	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Nerine virus X	S1	Subspecies	9	333348	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Broad bean wilt virus 1	S1	Subspecies	9	50817	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Gordonia phage Stormageddon	S1	Subspecies	9	2656541	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Brochothrix phage A9	S1	Subspecies	9	857312	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Klebsiella phage Sugarland	S1	Subspecies	9	2053603	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Aeromonas phage vB_AsaM_LPM4	S1	Subspecies	9	2894367	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Bacteroides phage crAss001	S1	Subspecies	9	2301731	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
